sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
18481,8.925 594 560,"SysTick","ISR Exit","Returns to Idle",892559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,77877,3,0F B4 89 
18482,8.926 589 560,"SysTick","ISR Enter","Runs for 5.000 us",892658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,77880,5,06 03 EC 03 02 
18483,8.926 594 560,"SysTick","ISR Exit","Returns to Idle",892659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,77885,3,0F B4 89 
18484,8.927 589 560,"SysTick","ISR Enter","Runs for 5.000 us",892758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,77888,5,06 03 EC 03 02 
18485,8.927 594 560,"SysTick","ISR Exit","Returns to Idle",892759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,77893,3,0F B4 89 
18486,8.928 589 560,"SysTick","ISR Enter","Runs for 5.000 us",892858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,77896,5,06 03 EC 03 02 
18487,8.928 594 560,"SysTick","ISR Exit","Returns to Idle",892859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,77901,3,0F B4 89 
18488,8.929 589 560,"SysTick","ISR Enter","Runs for 5.000 us",892958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,77904,5,06 03 EC 03 02 
18489,8.929 594 560,"SysTick","ISR Exit","Returns to Idle",892959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,77909,3,0F B4 89 
18490,8.930 589 560,"SysTick","ISR Enter","Runs for 5.000 us",893058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,77912,5,06 03 EC 03 02 
18491,8.930 594 560,"SysTick","ISR Exit","Returns to Idle",893059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,77917,3,0F B4 89 
18492,8.931 589 560,"SysTick","ISR Enter","Runs for 5.000 us",893158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,77920,5,06 03 EC 03 02 
18493,8.931 594 560,"SysTick","ISR Exit","Returns to Idle",893159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,77925,3,0F B4 89 
18494,8.932 589 560,"SysTick","ISR Enter","Runs for 5.000 us",893258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,77928,5,06 03 EC 03 02 
18495,8.932 594 560,"SysTick","ISR Exit","Returns to Idle",893259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,77933,3,0F B4 89 
18496,8.933 589 560,"SysTick","ISR Enter","Runs for 5.000 us",893358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,77936,5,06 03 EC 03 02 
18497,8.933 594 560,"SysTick","ISR Exit","Returns to Idle",893359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,77941,3,0F B4 89 
18498,8.934 589 560,"SysTick","ISR Enter","Runs for 5.000 us",893458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,77944,5,06 03 EC 03 02 
18499,8.934 594 560,"SysTick","ISR Exit","Returns to Idle",893459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,77949,3,0F B4 89 
18500,8.935 589 560,"SysTick","ISR Enter","Runs for 5.000 us",893558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,77952,5,06 03 EC 03 02 
18501,8.935 594 560,"SysTick","ISR Exit","Returns to Idle",893559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,77957,3,0F B4 89 
18502,8.936 589 560,"SysTick","ISR Enter","Runs for 5.000 us",893658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,77960,5,06 03 EC 03 02 
18503,8.936 594 560,"SysTick","ISR Exit","Returns to Idle",893659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,77965,3,0F B4 89 
18504,8.937 589 560,"SysTick","ISR Enter","Runs for 5.000 us",893758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,77968,5,06 03 EC 03 02 
18505,8.937 594 560,"SysTick","ISR Exit","Returns to Idle",893759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,77973,3,0F B4 89 
18506,8.938 589 560,"SysTick","ISR Enter","Runs for 5.000 us",893858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,77976,5,06 03 EC 03 02 
18507,8.938 594 560,"SysTick","ISR Exit","Returns to Idle",893859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,77981,3,0F B4 89 
18508,8.939 589 560,"SysTick","ISR Enter","Runs for 5.000 us",893958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,77984,5,06 03 EC 03 02 
18509,8.939 594 560,"SysTick","ISR Exit","Returns to Idle",893959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,77989,3,0F B4 89 
18510,8.940 589 560,"SysTick","ISR Enter","Runs for 5.000 us",894058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,77992,5,06 03 F4 03 02 
18511,8.940 594 560,"SysTick","ISR Exit","Returns to Idle",894059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,77997,3,0F AC 89 
18512,8.941 589 560,"SysTick","ISR Enter","Runs for 5.000 us",894158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78000,5,06 03 EC 03 02 
18513,8.941 594 560,"SysTick","ISR Exit","Returns to Idle",894159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78005,3,0F B4 89 
18514,8.942 589 560,"SysTick","ISR Enter","Runs for 5.000 us",894258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78008,5,06 03 EC 03 02 
18515,8.942 594 560,"SysTick","ISR Exit","Returns to Idle",894259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78013,3,0F B4 89 
18516,8.943 589 560,"SysTick","ISR Enter","Runs for 5.000 us",894358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78016,5,06 03 EC 03 02 
18517,8.943 594 560,"SysTick","ISR Exit","Returns to Idle",894359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78021,3,0F B4 89 
18518,8.944 589 560,"SysTick","ISR Enter","Runs for 5.000 us",894458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78024,5,06 03 EC 03 02 
18519,8.944 594 560,"SysTick","ISR Exit","Returns to Idle",894459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78029,3,0F B4 89 
18520,8.945 589 560,"SysTick","ISR Enter","Runs for 5.000 us",894558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78032,5,06 03 EC 03 02 
18521,8.945 594 560,"SysTick","ISR Exit","Returns to Idle",894559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78037,3,0F B4 89 
18522,8.946 589 560,"SysTick","ISR Enter","Runs for 5.000 us",894658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78040,5,06 03 EC 03 02 
18523,8.946 594 560,"SysTick","ISR Exit","Returns to Idle",894659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78045,3,0F B4 89 
18524,8.947 589 560,"SysTick","ISR Enter","Runs for 5.000 us",894758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78048,5,06 03 EC 03 02 
18525,8.947 594 560,"SysTick","ISR Exit","Returns to Idle",894759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78053,3,0F B4 89 
18526,8.948 589 560,"SysTick","ISR Enter","Runs for 5.000 us",894858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78056,5,06 03 EC 03 02 
18527,8.948 594 560,"SysTick","ISR Exit","Returns to Idle",894859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78061,3,0F B4 89 
18528,8.949 589 560,"SysTick","ISR Enter","Runs for 5.000 us",894958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78064,5,06 03 EC 03 02 
18529,8.949 594 560,"SysTick","ISR Exit","Returns to Idle",894959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78069,3,0F B4 89 
18530,8.950 589 560,"SysTick","ISR Enter","Runs for 5.000 us",895058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78072,5,06 03 EC 03 02 
18531,8.950 594 560,"SysTick","ISR Exit","Returns to Idle",895059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78077,3,0F B4 89 
18532,8.951 589 560,"SysTick","ISR Enter","Runs for 5.000 us",895158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78080,5,06 03 EC 03 02 
18533,8.951 594 560,"SysTick","ISR Exit","Returns to Idle",895159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78085,3,0F B4 89 
18534,8.952 589 560,"SysTick","ISR Enter","Runs for 5.000 us",895258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78088,5,06 03 EC 03 02 
18535,8.952 594 560,"SysTick","ISR Exit","Returns to Idle",895259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78093,3,0F B4 89 
18536,8.953 589 560,"SysTick","ISR Enter","Runs for 5.000 us",895358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78096,5,06 03 EC 03 02 
18537,8.953 594 560,"SysTick","ISR Exit","Returns to Idle",895359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78101,3,0F B4 89 
18538,8.954 589 560,"SysTick","ISR Enter","Runs for 5.000 us",895458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78104,5,06 03 EC 03 02 
18539,8.954 594 560,"SysTick","ISR Exit","Returns to Idle",895459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78109,3,0F B4 89 
18540,8.955 589 560,"SysTick","ISR Enter","Runs for 5.000 us",895558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78112,5,06 03 EC 03 02 
18541,8.955 594 560,"SysTick","ISR Exit","Returns to Idle",895559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78117,3,0F B4 89 
18542,8.956 589 560,"SysTick","ISR Enter","Runs for 5.000 us",895658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78120,5,06 03 EC 03 02 
18543,8.956 594 560,"SysTick","ISR Exit","Returns to Idle",895659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78125,3,0F B4 89 
18544,8.957 589 560,"SysTick","ISR Enter","Runs for 5.000 us",895758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78128,5,06 03 EC 03 02 
18545,8.957 594 560,"SysTick","ISR Exit","Returns to Idle",895759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78133,3,0F B4 89 
18546,8.958 589 560,"SysTick","ISR Enter","Runs for 5.000 us",895858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78136,5,06 03 EC 03 02 
18547,8.958 594 560,"SysTick","ISR Exit","Returns to Idle",895859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78141,3,0F B4 89 
18548,8.959 589 560,"SysTick","ISR Enter","Runs for 5.000 us",895958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78144,5,06 03 EC 03 02 
18549,8.959 594 560,"SysTick","ISR Exit","Returns to Idle",895959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78149,3,0F B4 89 
18550,8.960 589 560,"SysTick","ISR Enter","Runs for 5.000 us",896058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78152,5,06 03 EC 03 02 
18551,8.960 594 560,"SysTick","ISR Exit","Returns to Idle",896059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78157,3,0F B4 89 
18552,8.961 589 560,"SysTick","ISR Enter","Runs for 5.000 us",896158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78160,5,06 03 EC 03 02 
18553,8.961 594 560,"SysTick","ISR Exit","Returns to Idle",896159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78165,3,0F B4 89 
18554,8.962 589 560,"SysTick","ISR Enter","Runs for 5.000 us",896258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78168,5,06 03 EC 03 02 
18555,8.962 594 560,"SysTick","ISR Exit","Returns to Idle",896259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78173,3,0F B4 89 
18556,8.963 589 560,"SysTick","ISR Enter","Runs for 5.000 us",896358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78176,5,06 03 EC 03 02 
18557,8.963 594 560,"SysTick","ISR Exit","Returns to Idle",896359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78181,3,0F B4 89 
18558,8.964 589 560,"SysTick","ISR Enter","Runs for 5.000 us",896458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78184,5,06 03 EC 03 02 
18559,8.964 594 560,"SysTick","ISR Exit","Returns to Idle",896459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78189,3,0F B4 89 
18560,8.965 589 560,"SysTick","ISR Enter","Runs for 5.000 us",896558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78192,5,06 03 EC 03 02 
18561,8.965 594 560,"SysTick","ISR Exit","Returns to Idle",896559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78197,3,0F B4 89 
18562,8.966 589 560,"SysTick","ISR Enter","Runs for 5.000 us",896658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78200,5,06 03 EC 03 02 
18563,8.966 594 560,"SysTick","ISR Exit","Returns to Idle",896659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78205,3,0F B4 89 
18564,8.967 589 560,"SysTick","ISR Enter","Runs for 5.000 us",896758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78208,5,06 03 EC 03 02 
18565,8.967 594 560,"SysTick","ISR Exit","Returns to Idle",896759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78213,3,0F B4 89 
18566,8.968 589 560,"SysTick","ISR Enter","Runs for 5.000 us",896858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78216,5,06 03 EC 03 02 
18567,8.968 594 560,"SysTick","ISR Exit","Returns to Idle",896859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78221,3,0F B4 89 
18568,8.969 589 560,"SysTick","ISR Enter","Runs for 5.000 us",896958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78224,5,06 03 EC 03 02 
18569,8.969 594 560,"SysTick","ISR Exit","Returns to Idle",896959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78229,3,0F B4 89 
18570,8.970 589 560,"SysTick","ISR Enter","Runs for 5.000 us",897058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78232,5,06 03 EC 03 02 
18571,8.970 594 560,"SysTick","ISR Exit","Returns to Idle",897059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78237,3,0F B4 89 
18572,8.971 589 560,"SysTick","ISR Enter","Runs for 5.000 us",897158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78240,5,06 03 EC 03 02 
18573,8.971 594 560,"SysTick","ISR Exit","Returns to Idle",897159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78245,3,0F B4 89 
18574,8.972 589 560,"SysTick","ISR Enter","Runs for 5.000 us",897258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78248,5,06 03 EC 03 02 
18575,8.972 594 560,"SysTick","ISR Exit","Returns to Idle",897259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78253,3,0F B4 89 
18576,8.973 589 560,"SysTick","ISR Enter","Runs for 5.000 us",897358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78256,5,06 03 EC 03 02 
18577,8.973 594 560,"SysTick","ISR Exit","Returns to Idle",897359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78261,3,0F B4 89 
18578,8.974 589 560,"SysTick","ISR Enter","Runs for 5.000 us",897458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78264,5,06 03 EC 03 02 
18579,8.974 594 560,"SysTick","ISR Exit","Returns to Idle",897459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78269,3,0F B4 89 
18580,8.975 589 560,"SysTick","ISR Enter","Runs for 5.000 us",897558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78272,5,06 03 EC 03 02 
18581,8.975 594 560,"SysTick","ISR Exit","Returns to Idle",897559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78277,3,0F B4 89 
18582,8.976 589 560,"SysTick","ISR Enter","Runs for 5.000 us",897658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78280,5,06 03 EC 03 02 
18583,8.976 594 560,"SysTick","ISR Exit","Returns to Idle",897659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78285,3,0F B4 89 
18584,8.977 589 560,"SysTick","ISR Enter","Runs for 5.000 us",897758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78288,5,06 03 EC 03 02 
18585,8.977 594 560,"SysTick","ISR Exit","Returns to Idle",897759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78293,3,0F B4 89 
18586,8.978 589 560,"SysTick","ISR Enter","Runs for 5.000 us",897858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78296,5,06 03 EC 03 02 
18587,8.978 594 560,"SysTick","ISR Exit","Returns to Idle",897859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78301,3,0F B4 89 
18588,8.979 589 560,"SysTick","ISR Enter","Runs for 5.000 us",897958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78304,5,06 03 EC 03 02 
18589,8.979 594 560,"SysTick","ISR Exit","Returns to Idle",897959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78309,3,0F B4 89 
18590,8.980 589 560,"SysTick","ISR Enter","Runs for 5.000 us",898058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78312,5,06 03 EC 03 02 
18591,8.980 594 560,"SysTick","ISR Exit","Returns to Idle",898059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78317,3,0F B4 89 
18592,8.981 589 560,"SysTick","ISR Enter","Runs for 5.000 us",898158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78320,5,06 03 EC 03 02 
18593,8.981 594 560,"SysTick","ISR Exit","Returns to Idle",898159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78325,3,0F B4 89 
18594,8.982 589 560,"SysTick","ISR Enter","Runs for 5.000 us",898258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78328,5,06 03 EC 03 02 
18595,8.982 594 560,"SysTick","ISR Exit","Returns to Idle",898259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78333,3,0F B4 89 
18596,8.983 589 560,"SysTick","ISR Enter","Runs for 5.000 us",898358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78336,5,06 03 EC 03 02 
18597,8.983 594 560,"SysTick","ISR Exit","Returns to Idle",898359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78341,3,0F B4 89 
18598,8.984 589 560,"SysTick","ISR Enter","Runs for 5.000 us",898458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78344,5,06 03 EC 03 02 
18599,8.984 594 560,"SysTick","ISR Exit","Returns to Idle",898459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78349,3,0F B4 89 
18600,8.985 589 560,"SysTick","ISR Enter","Runs for 5.000 us",898558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78352,5,06 03 EC 03 02 
18601,8.985 594 560,"SysTick","ISR Exit","Returns to Idle",898559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78357,3,0F B4 89 
18602,8.986 589 560,"SysTick","ISR Enter","Runs for 5.000 us",898658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78360,5,06 03 EC 03 02 
18603,8.986 594 560,"SysTick","ISR Exit","Returns to Idle",898659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78365,3,0F B4 89 
18604,8.987 589 560,"SysTick","ISR Enter","Runs for 5.000 us",898758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78368,5,06 03 EC 03 02 
18605,8.987 594 560,"SysTick","ISR Exit","Returns to Idle",898759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78373,3,0F B4 89 
18606,8.988 589 560,"SysTick","ISR Enter","Runs for 5.000 us",898858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78376,5,06 03 EC 03 02 
18607,8.988 594 560,"SysTick","ISR Exit","Returns to Idle",898859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78381,3,0F B4 89 
18608,8.989 589 560,"SysTick","ISR Enter","Runs for 5.000 us",898958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78384,5,06 03 EC 03 02 
18609,8.989 594 560,"SysTick","ISR Exit","Returns to Idle",898959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78389,3,0F B4 89 
18610,8.990 589 560,"SysTick","ISR Enter","Runs for 5.000 us",899058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78392,5,06 03 EC 03 02 
18611,8.990 594 560,"SysTick","ISR Exit","Returns to Idle",899059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78397,3,0F B4 89 
18612,8.991 589 560,"SysTick","ISR Enter","Runs for 5.000 us",899158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78400,5,06 03 EC 03 02 
18613,8.991 594 560,"SysTick","ISR Exit","Returns to Idle",899159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78405,3,0F B4 89 
18614,8.992 589 560,"SysTick","ISR Enter","Runs for 5.000 us",899258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78408,5,06 03 EC 03 02 
18615,8.992 594 560,"SysTick","ISR Exit","Returns to Idle",899259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78413,3,0F B4 89 
18616,8.993 589 560,"SysTick","ISR Enter","Runs for 5.000 us",899358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78416,5,06 03 EC 03 02 
18617,8.993 594 560,"SysTick","ISR Exit","Returns to Idle",899359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78421,3,0F B4 89 
18618,8.994 589 560,"SysTick","ISR Enter","Runs for 5.000 us",899458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78424,5,06 03 EC 03 02 
18619,8.994 594 560,"SysTick","ISR Exit","Returns to Idle",899459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78429,3,0F B4 89 
18620,8.995 589 560,"SysTick","ISR Enter","Runs for 5.000 us",899558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78432,5,06 03 EC 03 02 
18621,8.995 594 560,"SysTick","ISR Exit","Returns to Idle",899559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78437,3,0F B4 89 
18622,8.996 589 560,"SysTick","ISR Enter","Runs for 5.000 us",899658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78440,5,06 03 EC 03 02 
18623,8.996 594 560,"SysTick","ISR Exit","Returns to Idle",899659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78445,3,0F B4 89 
18624,8.997 589 560,"SysTick","ISR Enter","Runs for 5.000 us",899758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78448,5,06 03 EC 03 02 
18625,8.997 594 560,"SysTick","ISR Exit","Returns to Idle",899759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78453,3,0F B4 89 
18626,8.998 589 560,"SysTick","ISR Enter","Runs for 5.000 us",899858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78456,5,06 03 EC 03 02 
18627,8.998 594 560,"SysTick","ISR Exit","Returns to Idle",899859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78461,3,0F B4 89 
18628,8.999 589 560,"SysTick","ISR Enter","Runs for 5.000 us",899958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78464,5,06 03 EC 03 02 
18629,8.999 594 560,"SysTick","ISR Exit","Returns to Idle",899959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,78469,3,0F B4 89 
18630,9.000 589 560,"SysTick","ISR Enter","Runs for 30.620 us",900058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,78472,5,06 03 EC 03 02 
18631,9.000 596 020,"SysTick","Task Ready","led_green, runs after 33.720 us",900059602,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,78477,8,0F B4 89 06 03 EC 03 02 
18632,9.000 602 550,"SysTick","Task Ready","led_orang, runs after 76.650 us",900060255,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,78485,8,0F B4 89 06 03 EC 03 02 
18633,9.000 608 830,"SysTick","Task Ready","led_red, runs after 117.380 us",900060883,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,78493,8,0F B4 89 06 03 EC 03 02 
18634,9.000 615 110,"SysTick","Task Ready","led_blue, runs after 155.000 us",900061511,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,78501,8,0F B4 89 06 03 EC 03 02 
18635,9.000 620 180,"SysTick","ISR Exit","Returns to Scheduler",900062018,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,78509,3,0F B4 89 
18636,9.000 629 740,"led_green","Task Run","Runs for 49.460 us",900062974,0x0000000400000000,0x0000000810000480,0x0000000810000480,4,78512,8,06 03 EC 03 02 0F B4 89 
18637,9.000 654 710,"led_green","Log","Toggling green LED",900065471,0x0000000810000480,0x0000000810000480,0x0000000810000480,26,78520,25,06 03 EC 03 02 0F B4 89 06 03 EC 03 02 0F B4 89 06 03 EC 03 02 0F B4 89 06 
18638,9.000 664 660,"led_green","vTaskDelayUntil","",900066466,0x0000000810000480,0x0000000810000480,0x0000000810000480,36,78545,4,03 EC 03 02 
18639,9.000 679 200,"led_orang","Task Run","Runs for 47.010 us",900067920,0x0000000810000480,0x0000000810000818,0x0000000810000818,4,78549,8,0F B4 89 06 03 EC 03 02 
18640,9.000 702 310,"led_orang","Log","Toggling orange LED",900070231,0x0000000810000818,0x0000000810000818,0x0000000810000818,26,78557,26,0F B4 89 06 03 EC 03 02 0F B4 89 06 03 EC 03 02 0F B4 89 06 03 EC 03 02 0F B4 
18641,9.000 714 990,"led_orang","vTaskDelayUntil","",900071499,0x0000000810000818,0x0000000810000818,0x0000000810000818,36,78583,4,89 06 03 EC 
18642,9.000 726 210,"led_red","Task Run","Runs for 43.900 us",900072621,0x0000000810000818,0x0000000810000BB0,0x0000000810000BB0,4,78587,8,03 02 0F B4 89 06 03 EC 
18643,9.000 746 340,"led_red","Log","Toggling red LED",900074634,0x0000000810000BB0,0x0000000810000BB0,0x0000000810000BB0,26,78595,23,03 02 0F B4 89 06 03 EC 03 02 0F B4 89 06 03 EC 03 02 0F B4 89 06 03 
18644,9.000 758 900,"led_red","vTaskDelayUntil","",900075890,0x0000000810000BB0,0x0000000810000BB0,0x0000000810000BB0,36,78618,4,EC 03 02 0F 
18645,9.000 770 110,"led_blue","Task Run","Runs for 43.770 us",900077011,0x0000000810000BB0,0x0000000810000F48,0x0000000810000F48,4,78622,8,B4 89 06 03 EC 03 02 0F 
18646,9.000 791 130,"led_blue","Log","Toggling blue LED",900079113,0x0000000810000F48,0x0000000810000F48,0x0000000810000F48,26,78630,24,B4 89 06 03 EC 03 02 0F B4 89 06 03 EC 03 02 0F B4 89 06 03 EC 03 02 0F 
18647,9.000 803 690,"led_blue","vTaskDelayUntil","",900080369,0x0000000810000F48,0x0000000810000F48,0x0000000810000F48,36,78654,4,B4 89 06 03 
